ASV,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
Zotu4434,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu265,12,11,4,1,0,0,3,10,11,5,8,0,8,2,13,6,5,0,7,4,21,8,8,1
Zotu4142,4,4,4,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,4,4,0
Zotu635,7,3,3,0,0,0,5,4,9,3,0,0,5,4,4,1,0,0,1,0,1,3,3,0
Zotu288,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,2,0,2,0
Zotu1455,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
Zotu4635,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu294,0,0,10,10,2,2,10,4,2,10,10,1,2,1,0,1,0,0,2,10,14,7,3,0
Zotu3079,0,1,2,0,0,0,3,2,2,2,1,0,0,1,1,0,0,0,3,1,2,3,3,0
Zotu1055,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,3,3,0,0
Zotu202,46,23,15,11,0,0,6,14,3,16,10,0,1,2,1,4,3,0,4,8,23,8,14,2
Zotu1654,0,2,3,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,3,0
Zotu1232,1,1,1,0,0,0,1,4,0,0,0,0,3,0,0,1,1,0,0,1,2,1,1,0
Zotu146,22,18,5,0,0,0,4,17,6,14,7,1,5,8,9,2,7,0,18,18,27,8,12,1
Zotu106,62,70,19,3,0,1,14,11,11,21,5,2,9,8,8,4,4,0,14,5,7,1,6,1
Zotu731,9,9,5,2,0,0,2,2,1,3,1,0,2,6,4,1,0,0,2,0,2,3,0,0
Zotu4369,0,0,1,1,0,0,3,1,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0
Zotu310,6,7,6,2,0,0,4,7,6,6,3,0,8,3,2,2,2,0,9,1,6,4,8,0
Zotu4171,0,1,2,3,0,0,2,0,2,2,3,0,0,0,0,1,0,0,1,0,2,3,2,0
Zotu70,72,108,12,2,0,0,13,36,34,43,26,2,19,17,25,12,19,1,52,22,72,48,28,3
Zotu239,0,0,1,2,7,5,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Zotu1925,6,4,5,1,0,0,1,6,13,3,3,0,5,3,6,2,0,0,5,2,6,4,2,0
Zotu595,1,2,2,3,0,0,6,2,3,7,4,0,5,6,2,0,2,0,4,1,7,6,2,0
Zotu769,0,0,2,3,3,8,1,0,0,0,0,0,0,0,0,1,0,2,1,2,3,0,0,0
Zotu68,1,4,25,48,46,38,8,3,9,23,62,15,3,0,0,6,13,6,5,30,56,23,5,29
Zotu298,12,11,3,1,0,0,3,1,2,3,2,1,2,0,4,1,1,0,6,9,15,9,11,0
Zotu235,4,4,9,1,0,0,20,19,19,23,2,0,12,15,7,3,2,0,21,3,12,16,12,1
Zotu230,2,4,3,0,0,0,19,17,14,21,10,0,5,5,3,4,4,0,13,4,7,7,5,1
Zotu2960,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1030,2,1,1,0,0,0,1,0,1,4,1,0,1,2,0,0,0,0,1,0,1,0,1,1
Zotu4398,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0
Zotu186,13,10,12,22,1,0,5,5,8,12,13,0,6,7,3,11,6,0,6,7,20,12,7,1
Zotu562,12,23,6,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Zotu261,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
Zotu752,4,1,1,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,1,1,1,3,0,0
Zotu342,1,2,3,1,0,0,5,14,7,6,11,0,5,4,4,3,2,0,3,4,7,8,1,0
Zotu4207,2,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,1,2,1,0,0
Zotu2257,0,0,16,13,1,0,3,1,7,5,33,1,0,2,1,13,13,0,2,21,16,2,1,5
Zotu583,1,1,3,3,0,1,10,7,6,4,2,0,1,3,2,0,3,0,0,0,1,1,1,0
Zotu133,22,21,6,0,0,0,8,14,19,19,12,0,4,4,3,8,1,0,10,13,23,24,13,2
Zotu179,6,3,8,19,6,2,13,5,13,7,7,1,6,6,3,5,6,0,19,12,28,19,7,3
Zotu127,5,6,11,9,0,0,35,18,11,13,6,0,3,2,6,2,3,1,21,13,45,32,16,0
Zotu194,2,0,4,6,44,52,0,1,1,5,4,1,0,4,2,1,7,7,3,4,5,4,1,5
Zotu2961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu87,0,0,3,5,132,78,1,0,0,0,1,29,0,0,0,2,16,51,0,0,1,0,0,29
Zotu3392,4,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0
Zotu556,3,1,10,4,0,0,6,8,5,2,4,0,3,4,1,2,0,0,10,0,13,8,7,0
Zotu1637,1,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu799,2,6,1,1,0,0,4,0,3,1,2,0,2,1,0,5,0,0,1,1,4,4,1,0
Zotu3934,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Zotu767,2,3,3,2,0,0,1,2,0,0,4,0,0,1,2,1,0,0,1,0,1,0,2,0
Zotu191,7,4,2,2,0,0,3,6,1,0,2,1,4,1,4,3,1,0,1,3,1,3,3,1
Zotu2076,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu224,10,8,2,1,0,0,11,7,3,9,4,0,10,18,10,10,2,1,4,2,5,16,11,1
Zotu218,15,9,4,0,0,0,13,43,13,38,15,1,2,2,1,0,2,0,2,5,9,6,7,1
Zotu2049,6,5,2,0,0,0,0,0,0,2,0,0,1,1,5,2,0,0,2,0,0,0,2,0
Zotu41,1,1,7,44,485,157,0,0,2,3,3,41,3,0,2,5,43,76,0,6,1,1,0,45
Zotu113,5,1,13,28,3,2,19,21,9,18,5,0,10,11,8,9,2,1,20,14,30,39,23,4
Zotu608,15,11,2,0,0,0,2,0,3,0,0,0,1,3,2,2,1,0,0,1,0,0,0,0
Zotu3068,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu704,15,1,10,3,0,0,1,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu2947,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Zotu1197,0,0,1,3,4,5,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0
Zotu227,0,1,5,0,0,0,2,0,0,1,1,0,2,0,2,0,0,0,1,0,4,1,0,0
Zotu538,4,2,6,3,0,0,0,2,1,0,2,1,1,1,1,1,2,0,6,4,4,2,2,0
Zotu4197,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0
Zotu335,20,20,2,0,1,0,2,5,5,6,2,0,3,1,5,2,4,1,0,0,5,1,0,0
Zotu296,19,7,18,4,0,1,1,2,5,3,2,0,5,8,8,1,3,0,9,1,5,4,1,1
Zotu1209,0,0,2,2,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,1,2,0,0
Zotu488,1,1,2,0,0,0,21,7,8,7,2,0,4,3,4,1,1,0,4,2,14,7,4,0
Zotu4458,3,3,2,0,0,0,3,4,4,2,0,0,1,0,0,0,0,0,3,0,1,3,0,0
Zotu16,49,45,21,4,0,1,115,171,202,191,94,7,82,82,99,76,44,3,263,88,232,171,169,8
Zotu501,12,3,3,2,0,1,5,7,5,10,6,0,3,2,8,5,4,1,3,2,4,2,2,2
Zotu266,18,7,2,0,0,0,0,2,2,2,1,0,0,1,1,1,1,0,0,0,1,1,2,0
Zotu3385,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,1,0,0,0,4,0
Zotu66,35,27,5,2,3,1,10,28,18,23,7,4,8,5,9,9,12,0,12,13,39,31,42,3
Zotu309,3,0,5,2,3,9,1,3,2,6,3,4,5,5,2,1,1,0,14,2,19,5,4,3
Zotu37,100,65,29,6,0,0,41,34,36,14,24,3,32,17,28,9,3,0,44,53,101,94,87,6
Zotu2760,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Zotu121,1,0,5,33,121,98,1,0,0,2,3,10,0,0,0,1,15,33,0,2,1,0,1,5
Zotu182,3,3,15,3,3,0,20,18,21,19,29,1,6,7,4,2,1,1,15,5,34,21,14,0
Zotu346,4,2,7,5,2,1,9,11,1,4,2,0,6,3,3,4,5,0,4,0,5,10,8,1
Zotu272,6,2,3,1,0,0,8,3,3,7,7,1,6,1,13,5,1,0,5,3,11,1,6,0
Zotu794,0,0,2,1,0,0,5,2,0,2,1,0,1,2,2,1,1,0,0,0,4,1,1,0
Zotu4348,11,10,6,0,0,0,4,4,12,0,2,0,4,4,6,1,0,0,2,4,9,6,9,1
Zotu124,97,74,31,11,11,16,17,33,24,72,22,1,8,7,5,8,12,2,23,13,40,33,40,2
Zotu3009,1,1,7,3,0,0,3,4,4,1,7,1,2,0,1,1,2,0,1,1,5,0,3,0
Zotu359,16,6,11,0,0,0,2,4,6,2,2,0,0,2,4,3,0,0,3,2,4,4,5,2
Zotu2954,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu222,3,1,1,0,0,0,5,33,13,23,9,0,0,0,1,2,1,0,2,6,11,8,9,0
Zotu869,11,6,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Zotu299,16,21,12,10,1,0,28,23,9,19,8,0,14,14,13,5,8,0,56,6,39,24,20,1
Zotu4437,1,2,4,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu2774,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu212,6,4,7,2,0,0,20,12,18,15,14,0,9,7,11,2,3,0,17,5,11,16,9,1
Zotu679,5,2,3,5,1,0,9,7,5,3,2,0,3,2,2,6,2,0,3,1,1,1,1,1
Zotu3488,0,0,2,4,0,0,2,0,0,2,7,0,3,2,0,1,4,0,1,4,2,2,0,2
Zotu4228,0,0,1,2,0,0,0,1,2,0,2,2,0,0,1,4,0,0,0,12,4,3,0,3
Zotu702,3,3,3,1,0,0,6,1,2,1,2,1,0,2,3,0,1,0,6,0,5,9,2,0
Zotu1970,3,4,11,2,0,0,11,11,18,8,10,1,6,5,7,6,1,0,12,4,20,9,5,0
Zotu3809,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu23,8,13,9,2,0,0,9,8,12,8,5,0,2,2,2,3,1,0,0,6,9,12,5,0
Zotu126,1,1,18,103,173,167,4,0,1,2,4,19,0,1,1,6,48,35,1,10,8,2,0,10
Zotu662,3,0,2,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,1,0,1,0
Zotu2844,8,9,1,1,0,0,4,6,5,5,3,0,2,2,6,0,2,0,1,2,3,3,1,0
Zotu711,0,0,3,8,7,4,0,1,0,0,4,1,1,1,0,1,2,1,0,1,1,0,0,0
Zotu1111,0,0,1,0,14,4,0,0,0,0,0,0,3,0,3,0,1,1,1,0,0,0,1,0
Zotu829,2,2,1,1,0,0,1,2,0,1,2,0,0,0,1,0,0,0,1,1,2,2,1,0
Zotu506,1,5,2,1,0,0,5,10,7,6,2,0,3,2,2,1,2,0,2,1,3,4,4,0
Zotu949,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
Zotu387,8,14,8,24,12,7,9,9,10,2,8,3,3,5,3,2,3,1,3,8,11,5,2,1
Zotu2280,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu843,0,1,6,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu2275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2955,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu57,98,83,29,7,0,1,49,35,33,36,36,3,13,14,11,15,4,0,24,9,52,31,36,0
Zotu334,12,8,6,0,0,0,10,6,1,2,3,0,0,0,0,1,0,0,6,2,14,5,4,0
Zotu3065,1,0,4,1,0,0,0,1,1,1,0,2,0,0,0,2,2,0,1,4,0,0,0,1
Zotu3164,3,3,3,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,2,7,3,0
Zotu774,0,2,1,0,0,0,8,2,1,4,1,1,2,0,1,0,2,0,0,0,4,3,1,0
Zotu687,1,1,1,1,15,5,1,1,2,1,0,4,0,0,0,1,2,2,0,1,1,1,4,3
Zotu216,5,3,8,1,0,0,10,6,9,9,21,1,13,12,29,7,10,0,2,0,0,4,0,0
Zotu3622,1,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,2,5,0,4,0
Zotu162,11,5,4,1,0,0,43,38,23,18,6,0,10,6,9,6,3,0,3,0,4,7,0,0
Zotu2489,0,1,6,5,1,0,1,1,6,0,15,1,0,1,2,4,8,0,0,9,10,3,0,2
Zotu531,12,14,3,3,3,3,2,4,2,2,2,0,4,2,1,0,4,4,5,2,3,0,2,0
Zotu3760,1,0,2,0,0,0,4,1,2,1,0,0,0,0,2,0,1,0,0,0,2,2,0,0
Zotu626,0,0,4,6,5,0,0,2,1,1,1,1,0,1,5,3,3,0,1,4,2,2,0,0
Zotu4029,2,1,8,0,0,0,1,1,2,2,1,0,4,1,0,0,0,0,3,0,4,2,1,0
Zotu709,0,0,2,11,0,0,3,2,2,4,2,0,0,0,3,3,0,0,1,0,1,1,0,0
Zotu3240,0,0,7,8,0,0,2,1,1,1,8,4,0,0,0,8,21,0,2,4,6,0,1,1
Zotu2297,3,1,1,0,0,0,1,1,3,2,0,0,0,1,1,3,1,0,2,1,1,1,2,0
Zotu1227,6,2,2,0,0,0,3,2,4,4,1,0,0,0,0,0,0,0,1,2,2,2,0,0
Zotu357,0,0,4,12,17,3,7,1,2,1,12,1,2,0,0,1,2,2,2,3,2,2,3,4
Zotu273,5,1,10,11,8,1,14,4,1,2,8,1,0,2,1,2,3,0,3,4,21,8,6,0
Zotu3758,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1722,0,0,6,18,39,13,1,0,3,2,25,9,0,0,0,2,22,1,0,16,10,3,1,13
Zotu3503,0,0,11,12,2,0,1,5,14,7,23,5,0,0,5,15,49,0,0,15,14,4,2,4
Zotu3990,0,0,4,13,6,3,0,0,0,0,8,2,0,0,1,3,4,0,0,2,3,0,0,5
Zotu3804,0,0,1,1,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1580,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Zotu351,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu354,0,0,5,13,0,0,2,5,12,9,12,0,1,0,1,3,0,0,1,8,7,2,0,0
Zotu292,5,3,9,3,0,0,24,18,17,8,5,0,6,8,4,2,2,1,7,3,21,16,16,1
Zotu1388,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu229,44,26,7,1,1,0,21,24,19,40,12,0,8,2,4,2,4,0,16,4,18,15,15,0
Zotu289,26,25,11,7,1,1,1,0,0,0,0,0,1,1,2,0,0,1,6,3,9,4,3,0
Zotu2448,0,0,1,0,0,0,0,0,0,4,6,0,0,0,1,0,2,0,0,4,1,0,0,0
Zotu4523,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Zotu537,0,1,9,5,0,0,11,2,2,4,5,0,2,2,1,0,0,0,1,1,10,3,1,1
Zotu1017,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,2,3,1,0,0
Zotu3201,0,0,5,22,42,15,0,3,9,6,68,58,1,0,2,10,43,4,0,10,20,2,1,55
Zotu1024,4,1,2,1,0,0,0,2,0,0,2,0,2,1,1,0,0,0,1,2,0,0,3,0
Zotu1740,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0
Zotu203,0,2,9,1,0,1,19,12,11,14,15,0,9,2,5,3,1,0,21,18,20,25,10,1
Zotu252,1,0,7,3,3,0,4,0,4,4,15,1,1,3,1,3,1,0,8,8,21,9,2,1
Zotu165,2,2,8,14,0,1,12,2,0,4,1,0,1,2,0,5,1,0,6,5,11,3,3,0
Zotu497,17,9,3,0,0,0,4,0,2,3,1,0,1,0,2,1,0,0,0,1,1,3,4,0
Zotu736,11,13,13,4,4,2,3,2,0,3,0,0,3,1,3,0,1,0,2,0,6,4,7,0
Zotu2295,0,0,4,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,5,0,2,1,3,0
Zotu4617,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1122,4,6,1,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,0,0,0,0,3,0
Zotu135,2,4,5,16,91,37,1,5,0,5,4,28,0,0,1,9,30,20,0,8,9,2,0,30
Zotu510,1,0,3,15,6,1,2,0,3,2,1,2,0,2,0,1,1,0,5,4,6,1,1,1
Zotu1500,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2876,0,0,2,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Zotu1060,4,1,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu1984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2978,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3113,0,3,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu105,5,3,7,1,1,0,38,48,34,68,13,0,11,10,12,1,2,0,38,4,7,18,17,1
Zotu175,6,5,10,3,3,1,17,17,19,11,5,1,11,1,3,4,0,0,16,4,22,23,7,5
Zotu4663,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0
Zotu651,6,11,8,0,0,0,2,0,0,1,1,0,3,3,1,0,1,0,1,0,0,1,0,0
Zotu3076,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0
Zotu852,8,3,3,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,2,3,0,0
Zotu2532,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0
Zotu136,6,6,13,0,0,0,5,4,6,2,1,0,3,2,0,4,0,0,2,4,10,5,6,0
Zotu210,10,10,2,1,2,0,3,6,3,0,0,0,2,3,5,0,1,0,2,1,4,6,12,0
Zotu99,4,1,3,2,0,0,21,21,19,27,16,0,3,3,4,6,3,0,24,34,83,46,14,9
Zotu907,4,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,4,1,1,0
Zotu3496,0,0,1,1,5,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Zotu446,0,0,3,8,6,4,0,1,0,4,4,5,1,0,1,2,2,3,0,5,5,2,0,13
Zotu3582,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu640,7,5,7,1,0,0,3,1,1,0,0,0,3,2,2,0,3,0,0,1,0,1,1,0
Zotu442,20,23,5,0,1,0,4,5,3,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu303,3,0,5,2,0,0,5,7,9,23,2,0,1,2,2,0,0,1,9,5,18,10,9,0
Zotu504,0,0,4,6,0,0,3,3,5,12,3,0,3,3,0,0,0,0,1,0,4,4,1,0
Zotu3830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu345,1,2,3,1,0,0,1,2,0,2,0,0,3,0,0,0,0,0,3,0,2,2,1,0
Zotu205,11,6,4,2,0,0,0,1,5,1,2,0,5,1,2,0,1,0,3,5,7,3,6,0
Zotu86,101,102,3,0,0,0,12,25,9,13,10,0,10,5,8,10,7,0,3,0,13,4,8,0
Zotu178,0,0,2,2,1,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,4,4,1,0
Zotu580,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0
Zotu565,7,5,1,0,0,0,2,3,7,3,1,0,1,0,5,0,1,0,0,0,1,1,2,0
Zotu516,3,1,6,2,0,0,8,5,5,4,7,0,1,1,2,1,0,0,8,4,16,8,8,1
Zotu1498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu633,7,6,4,0,0,0,0,0,1,0,3,0,3,0,1,2,0,0,0,0,1,1,2,1
Zotu147,4,1,5,1,0,0,1,0,4,2,0,0,3,2,1,0,0,0,3,0,5,2,3,0
Zotu1379,4,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
Zotu2662,0,0,1,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,3,0,1,0,0,0
Zotu577,23,25,6,0,0,0,8,8,4,10,9,1,2,7,8,2,1,0,0,3,8,9,5,0
Zotu206,0,0,1,10,48,36,0,1,1,1,8,10,0,0,0,1,9,12,0,10,5,0,0,19
Zotu2608,1,4,4,1,0,0,1,0,4,2,4,0,1,0,0,1,0,0,5,0,2,2,1,0
Zotu108,20,12,7,0,0,0,4,11,10,11,5,0,20,10,10,8,5,0,23,4,18,10,6,0
Zotu348,0,0,4,6,7,7,6,4,4,7,15,1,3,1,2,4,1,2,1,5,4,3,1,1
Zotu276,1,1,4,17,20,7,12,2,4,5,6,1,0,2,1,1,4,0,2,3,9,3,3,1
Zotu338,1,1,21,19,0,0,0,2,1,0,1,0,1,0,1,1,1,0,16,7,15,7,6,1
Zotu4487,0,0,4,0,0,0,0,0,3,0,4,0,1,0,0,3,5,1,0,2,4,3,0,0
Zotu1699,6,7,4,0,0,0,0,1,5,1,0,0,1,0,4,0,0,0,6,2,6,5,4,0
Zotu251,0,0,2,2,44,34,0,0,0,0,0,10,0,0,0,0,5,25,0,0,0,0,0,13
Zotu424,7,8,3,1,0,0,6,3,5,6,3,2,6,4,7,2,0,0,1,2,8,4,2,0
Zotu3561,17,17,2,0,0,0,0,1,4,3,0,0,1,2,5,1,0,0,1,0,5,2,4,0
Zotu4591,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Zotu231,2,1,26,20,2,1,5,5,8,8,9,2,6,8,3,6,3,0,2,9,14,7,2,1
Zotu2829,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu961,2,0,2,2,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0
Zotu903,3,6,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,1,0
Zotu714,2,0,2,0,0,0,2,0,0,2,3,0,0,1,1,1,0,0,1,5,11,3,1,0
Zotu512,2,0,3,1,0,0,6,7,5,5,1,0,2,0,1,1,0,0,5,2,13,2,1,0
Zotu680,0,0,4,1,0,0,6,5,5,3,6,0,0,1,0,3,2,0,7,4,6,5,2,0
Zotu77,0,0,1,6,180,287,0,0,1,0,0,31,0,0,0,2,12,93,0,0,1,0,0,54
Zotu171,1,2,11,55,37,37,0,2,2,2,2,3,2,3,1,3,7,1,1,1,0,0,0,1
Zotu221,2,3,3,0,0,0,7,6,11,9,0,0,3,1,0,0,1,0,13,8,30,22,19,3
Zotu404,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Zotu209,3,6,4,1,0,0,1,3,1,1,3,0,0,0,0,0,0,0,2,3,0,0,1,0
Zotu384,13,16,2,0,0,0,8,4,4,3,6,1,4,1,0,1,4,0,0,0,1,1,4,1
Zotu2886,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Zotu434,2,3,3,1,1,1,11,13,6,7,9,1,1,0,2,0,0,0,0,3,2,6,9,1
Zotu220,14,20,6,0,0,0,15,15,11,10,5,0,12,6,3,3,3,0,3,3,5,5,7,2
Zotu2186,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu943,1,0,1,1,0,0,3,1,0,0,0,0,2,1,2,1,3,0,0,0,0,0,1,0
Zotu1392,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4634,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu91,7,10,8,4,0,0,37,34,22,23,20,0,17,12,3,19,1,0,18,10,53,21,25,2
Zotu1606,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Zotu381,3,11,8,3,1,0,6,9,2,3,5,1,7,2,5,3,0,0,3,0,5,5,4,0
Zotu246,38,33,6,1,2,0,5,8,12,9,6,0,4,1,2,2,3,0,8,3,10,6,4,0
Zotu1165,3,4,1,1,0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,6,1,1,0
Zotu181,18,14,6,0,0,0,11,15,20,26,16,1,8,7,5,5,12,0,8,5,11,13,12,0
Zotu3049,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0
Zotu1257,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,1,0,1,1,0,0
Zotu1001,3,2,2,0,0,0,1,1,2,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0
Zotu3574,0,0,1,2,17,9,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,5
Zotu1269,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0
Zotu467,15,12,4,2,0,0,2,2,3,2,0,0,0,1,2,1,0,0,0,2,5,1,1,0
Zotu254,2,1,5,0,0,0,16,6,7,12,3,0,6,1,2,5,0,0,14,3,15,19,6,2
Zotu234,4,1,7,16,1,0,4,8,11,14,16,6,9,5,14,8,9,0,23,0,19,9,20,0
Zotu2996,0,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu464,14,14,10,0,0,0,5,3,0,3,0,0,1,0,3,0,0,0,0,1,2,0,0,0
Zotu2216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu200,15,14,3,1,0,0,20,19,17,14,4,1,9,9,5,3,5,0,11,2,10,10,18,2
